-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2018 through 12/31/2022 
Location: Latitude  19.5138   Longitude -99.1285 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 2626.86 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
CLRSKY_SFC_SW_DWN     CERES SYN1deg Clear Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
CLOUD_AMT             CERES SYN1deg Cloud Amount (%) 
ALLSKY_SFC_UVA        CERES SYN1deg All Sky Surface UVA Irradiance (W/m^2) 
ALLSKY_SFC_UVB        CERES SYN1deg All Sky Surface UVB Irradiance (W/m^2) 
-END HEADER-
YEAR,MO,DY,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DWN,CLOUD_AMT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB
2020,9,5,7.29,2.86,96.21,8.25,0.27
2020,9,6,7.33,3.9,97.09,10.88,0.36
2020,9,7,7.47,5.27,86.06,14.12,0.45
2020,9,8,7.32,5.43,82.77,14.16,0.45
2020,9,9,7.3,5.06,97.66,13.47,0.44
2020,9,10,7.05,4.14,99.2,11.16,0.37
2020,9,11,7.01,4.33,96.74,11.52,0.37
2020,9,12,6.97,5.12,92.8,13.27,0.41
2020,9,13,7.18,5.38,67.7,13.84,0.42
2020,9,14,7.34,4.41,84.94,11.75,0.36
2020,9,15,6.86,4.27,78.25,11.3,0.35
2020,9,16,6.76,3.71,97.56,10.02,0.32
2020,9,17,7.03,4.36,88.12,11.77,0.38
2020,9,18,6.87,3.26,93.99,8.96,0.29
2020,9,19,6.63,1.99,99.14,5.9,0.19
2020,9,20,6.79,4.58,90.73,11.99,0.38
2020,9,21,6.59,4.31,82.16,11.26,0.35
2020,9,22,7.01,5.9,47.88,14.87,0.45
2020,9,23,6.99,5.3,67.89,13.34,0.42
2020,9,24,6.78,3.79,90.91,10.09,0.32
2020,9,25,6.83,3.42,91.13,9.34,0.3
2020,9,26,6.58,4.23,76.19,10.88,0.34
2020,9,27,7.03,5.92,71.2,14.98,0.46
2020,9,28,6.91,6.55,63.09,16.31,0.5
2020,9,29,6.31,2.89,89.46,7.74,0.24
2020,9,30,7.17,5.73,52.91,14.86,0.45
2020,10,1,7.19,6.63,13.19,16.74,0.5
2020,10,2,7.48,7.4,12.24,18.09,0.52
2020,10,3,7.23,6.46,39.34,16.14,0.48
2020,10,4,7.02,6.59,30.05,16.25,0.48
2020,10,5,7.22,7.2,25.97,17.41,0.51
2020,10,6,7.21,7.17,17.21,17.28,0.5
2020,10,7,7.25,7.21,9.44,17.31,0.49
2020,10,8,6.97,6.89,30.55,16.59,0.47
2020,10,9,6.71,5.94,59.79,14.77,0.43
2020,10,10,6.66,6.02,51.25,15.02,0.45
2020,10,11,6.64,5.97,81.89,14.59,0.43
2020,10,12,6.4,4.56,88.3,11.45,0.33
2020,10,13,6.48,5.06,83.39,12.92,0.38
2020,10,14,6.56,6.03,40.0,15.12,0.45
2020,10,15,6.69,6.38,14.61,15.77,0.46
2020,10,16,6.71,4.68,57.4,11.89,0.35
2020,10,17,6.78,6.2,35.58,15.21,0.43
2020,10,18,6.58,5.97,44.59,14.6,0.41
2020,10,19,6.56,6.16,47.8,15.34,0.44
2020,10,20,6.64,6.26,40.33,15.2,0.45
2020,10,21,6.63,5.97,60.17,14.78,0.42
2020,10,22,6.53,6.42,30.84,15.59,0.44
2020,10,23,6.51,6.46,7.13,15.36,0.43
2020,10,24,6.65,6.66,18.34,15.82,0.44
2020,10,25,6.67,6.66,12.78,15.71,0.44
2020,10,26,6.49,6.35,47.84,15.07,0.42
2020,10,27,6.19,5.8,58.14,14.05,0.39
2020,10,28,6.01,5.44,27.62,13.05,0.35
2020,10,29,5.9,4.69,49.02,11.51,0.32
2020,10,30,6.22,5.57,54.05,13.88,0.39
2020,10,31,6.18,5.61,43.4,14.05,0.4
2020,11,1,6.16,5.87,26.56,14.34,0.41
2020,11,2,6.44,6.18,27.38,15.03,0.42
2020,11,3,6.31,5.72,25.17,14.15,0.39
2020,11,4,6.41,6.34,12.14,15.05,0.41
2020,11,5,6.47,6.44,16.99,15.25,0.41
2020,11,6,6.2,5.69,33.93,13.86,0.38
2020,11,7,6.07,5.69,19.66,13.83,0.37
2020,11,8,5.92,5.52,21.17,13.15,0.34
2020,11,9,6.03,5.86,16.27,13.48,0.35
2020,11,10,6.17,6.17,3.09,14.23,0.37
2020,11,11,5.94,5.82,5.16,13.32,0.33
2020,11,12,5.91,5.77,7.65,13.34,0.34
2020,11,13,5.83,5.83,2.61,13.54,0.34
2020,11,14,5.77,5.63,11.19,13.23,0.33
2020,11,15,5.62,5.63,13.16,12.91,0.31
2020,11,16,5.95,5.85,25.44,13.77,0.33
2020,11,17,5.69,3.32,78.68,8.9,0.23
2020,11,18,5.75,3.68,60.38,9.61,0.25
2020,11,19,5.86,5.85,14.8,13.99,0.34
2020,11,20,5.76,3.53,87.73,9.29,0.23
2020,11,21,5.52,3.93,60.19,9.97,0.25
2020,11,22,5.87,5.72,20.03,13.66,0.33
2020,11,23,5.86,5.82,13.55,13.84,0.33
2020,11,24,5.64,5.64,4.91,13.6,0.33
2020,11,25,5.57,5.29,13.98,12.58,0.31
2020,11,26,5.54,5.44,10.16,12.75,0.33
2020,11,27,5.65,5.66,6.52,12.54,0.32
2020,11,28,5.61,5.55,4.02,12.52,0.31
2020,11,29,5.42,5.34,14.36,12.05,0.3
2020,11,30,4.89,3.24,73.41,7.91,0.2
2020,12,1,5.31,4.39,76.33,10.82,0.27
2020,12,2,5.28,4.39,46.46,10.52,0.26
2020,12,3,5.24,4.66,44.52,11.18,0.27
2020,12,4,5.29,4.08,64.32,10.14,0.23
2020,12,5,5.2,4.6,31.17,11.1,0.26
2020,12,6,5.24,4.35,52.64,10.62,0.26
2020,12,7,5.17,3.52,68.84,8.73,0.21
2020,12,8,5.33,4.11,62.41,10.21,0.23
2020,12,9,5.38,4.31,49.87,10.7,0.25
2020,12,10,5.19,4.54,50.6,11.02,0.25
2020,12,11,5.1,4.86,31.91,11.29,0.26
2020,12,12,5.06,4.52,29.39,10.67,0.25
2020,12,13,5.3,5.26,7.55,12.19,0.29
2020,12,14,5.19,4.85,21.2,11.48,0.27
2020,12,15,5.34,5.08,16.34,12.02,0.29
2020,12,16,5.13,4.47,35.05,10.5,0.25
2020,12,17,5.23,4.64,36.59,11.02,0.27
2020,12,18,5.25,4.79,25.41,11.3,0.27
2020,12,19,5.07,4.6,32.68,10.65,0.27
2020,12,20,5.16,4.51,48.29,10.59,0.26
2020,12,21,5.01,4.4,60.58,10.41,0.25
2020,12,22,5.13,4.69,38.84,10.88,0.26
2020,12,23,5.16,4.92,22.72,11.22,0.27
2020,12,24,5.05,4.98,9.55,10.98,0.26
2020,12,25,5.31,4.53,36.3,10.77,0.27
2020,12,26,5.4,5.15,12.12,12.04,0.29
2020,12,27,5.4,5.43,1.9,12.21,0.3
2020,12,28,5.54,5.57,1.95,12.36,0.3
2020,12,29,5.51,5.53,1.95,12.52,0.31
2020,12,30,5.2,5.14,18.21,11.59,0.3
2020,12,31,5.57,5.43,17.05,12.45,0.34
2021,1,1,5.53,5.54,6.88,12.58,0.33
2021,1,2,5.54,5.57,2.36,12.77,0.34
2021,1,3,5.55,5.58,2.64,12.84,0.34
2021,1,4,5.43,5.4,4.36,12.37,0.33
2021,1,5,5.43,5.36,6.52,12.41,0.32
2021,1,6,5.26,4.72,45.82,11.02,0.28
2021,1,7,5.07,3.81,76.47,9.17,0.23
2021,1,8,5.16,4.29,60.69,10.18,0.27
2021,1,9,5.16,4.22,40.72,10.1,0.27
2021,1,10,5.32,4.23,56.99,10.17,0.27
2021,1,11,5.44,4.36,59.02,10.61,0.28
2021,1,12,5.6,4.75,59.6,11.58,0.32
2021,1,13,5.56,4.37,67.62,10.89,0.31
2021,1,14,5.44,3.47,98.55,9.22,0.27
2021,1,15,5.33,4.31,86.93,10.53,0.3
2021,1,16,5.46,3.95,87.02,9.84,0.28
2021,1,17,5.37,2.85,94.54,7.5,0.2
2021,1,18,5.55,5.12,39.01,12.24,0.28
2021,1,19,5.49,4.88,43.99,11.68,0.29
2021,1,20,5.45,4.58,66.83,11.09,0.3
2021,1,21,5.74,5.55,13.78,13.07,0.32
2021,1,22,5.61,5.38,20.3,12.51,0.3
2021,1,23,5.58,4.77,69.37,11.32,0.29
2021,1,24,5.35,4.29,68.85,10.15,0.27
2021,1,25,5.87,5.83,20.22,13.87,0.38
2021,1,26,5.92,5.89,7.17,14.06,0.38
2021,1,27,5.67,5.5,38.91,12.89,0.34
2021,1,28,5.94,5.34,56.64,12.74,0.34
2021,1,29,6.04,5.7,41.29,13.63,0.34
2021,1,30,5.87,5.67,33.26,13.23,0.34
2021,1,31,5.98,6.01,6.58,13.7,0.34
2021,2,1,6.06,5.15,29.27,12.38,0.32
2021,2,2,6.32,6.29,8.88,14.84,0.38
2021,2,3,6.26,6.29,3.73,14.69,0.37
2021,2,4,6.4,6.4,2.26,14.95,0.38
2021,2,5,6.35,6.34,3.13,14.81,0.36
2021,2,6,6.24,6.24,3.8,14.41,0.36
2021,2,7,6.2,6.19,3.67,14.2,0.37
2021,2,8,6.21,6.2,4.09,14.16,0.38
2021,2,9,6.25,5.57,27.71,13.15,0.36
2021,2,10,5.96,4.6,40.82,10.99,0.29
2021,2,11,6.12,5.39,25.04,12.75,0.34
2021,2,12,6.35,5.63,29.5,13.31,0.34
2021,2,13,6.62,6.59,3.62,15.2,0.38
2021,2,14,6.66,6.64,4.59,15.22,0.38
2021,2,15,6.67,6.64,6.62,15.39,0.4
2021,2,16,6.78,6.7,26.74,15.76,0.44
2021,2,17,6.84,6.08,45.12,14.35,0.41
2021,2,18,6.84,6.84,6.29,15.87,0.45
2021,2,19,6.85,6.83,3.77,16.17,0.46
2021,2,20,6.82,6.76,4.05,15.98,0.46
2021,2,21,6.74,6.71,5.39,16.02,0.48
2021,2,22,6.31,5.91,26.63,13.75,0.41
2021,2,23,6.62,6.58,7.58,15.36,0.45
2021,2,24,6.75,6.03,33.56,14.32,0.43
2021,2,25,6.89,6.86,5.46,16.02,0.48
2021,2,26,6.8,6.81,2.0,15.98,0.49
2021,2,27,6.84,6.83,2.25,16.08,0.49
2021,2,28,6.86,6.82,3.58,16.22,0.49
2021,3,1,6.8,6.62,11.59,15.57,0.48
2021,3,2,6.83,6.34,28.6,15.43,0.48
2021,3,3,6.55,6.07,21.9,14.31,0.45
2021,3,4,6.94,6.83,9.19,16.05,0.48
2021,3,5,7.04,6.72,15.19,15.95,0.48
2021,3,6,6.84,5.44,43.52,13.45,0.41
2021,3,7,6.93,5.83,31.45,14.25,0.41
2021,3,8,7.21,6.41,48.07,15.94,0.47
2021,3,9,7.38,7.31,12.73,17.55,0.5
2021,3,10,7.42,7.32,7.81,17.36,0.51
2021,3,11,7.25,7.2,4.23,16.97,0.48
2021,3,12,7.22,7.09,15.27,16.7,0.48
2021,3,13,7.3,6.98,23.98,16.7,0.47
2021,3,14,7.19,6.54,23.93,15.87,0.45
2021,3,15,6.94,6.13,24.87,14.6,0.42
2021,3,16,7.37,6.93,15.82,16.77,0.49
2021,3,17,7.53,7.03,19.46,16.71,0.48
2021,3,18,7.07,6.03,33.05,14.71,0.43
2021,3,19,7.32,5.33,41.38,13.41,0.39
2021,3,20,7.34,5.92,40.25,14.8,0.43
2021,3,21,7.32,6.31,37.07,15.55,0.45
2021,3,22,7.62,7.21,11.81,17.37,0.5
2021,3,23,7.94,7.91,3.04,19.18,0.56
2021,3,24,7.88,7.82,4.35,18.74,0.55
2021,3,25,7.94,7.59,25.99,18.22,0.55
2021,3,26,7.51,7.28,11.71,17.12,0.51
2021,3,27,7.46,7.33,16.59,17.39,0.52
2021,3,28,7.34,7.19,20.62,17.01,0.52
2021,3,29,7.14,5.27,87.14,12.88,0.41
2021,3,30,7.41,7.14,13.04,17.16,0.5
2021,3,31,7.51,6.39,63.18,15.18,0.45
2021,4,1,7.66,6.77,43.57,16.87,0.53
2021,4,2,7.88,6.24,42.02,15.95,0.5
2021,4,3,7.83,7.39,21.41,18.62,0.57
2021,4,4,7.81,7.57,28.05,18.74,0.55
2021,4,5,7.72,5.26,66.11,13.65,0.41
2021,4,6,7.56,4.88,66.76,12.45,0.37
2021,4,7,7.98,7.22,35.45,18.05,0.52
2021,4,8,7.89,6.46,39.77,16.4,0.48
2021,4,9,7.96,7.05,28.73,17.49,0.52
2021,4,10,8.12,7.38,23.21,18.36,0.53
2021,4,11,7.76,6.84,35.41,16.52,0.48
2021,4,12,7.24,6.12,42.88,14.17,0.39
2021,4,13,7.32,5.47,59.42,13.17,0.38
2021,4,14,6.72,4.93,67.2,10.94,0.32
2021,4,15,7.39,6.17,58.59,14.52,0.44
2021,4,16,7.76,6.78,39.59,16.16,0.48
2021,4,17,7.58,7.16,16.51,16.55,0.48
2021,4,18,8.22,8.07,3.52,19.16,0.57
2021,4,19,8.56,8.38,9.95,19.6,0.59
2021,4,20,8.16,7.82,13.65,18.69,0.57
2021,4,21,7.85,7.64,19.34,17.77,0.55
2021,4,22,7.35,6.67,38.18,15.01,0.46
2021,4,23,7.49,6.61,47.47,15.19,0.47
2021,4,24,7.57,6.88,59.61,16.26,0.51
2021,4,25,7.32,6.34,64.88,15.38,0.48
2021,4,26,7.25,5.84,64.45,13.74,0.44
2021,4,27,7.67,6.69,43.3,16.14,0.52
2021,4,28,7.44,6.54,48.66,15.56,0.48
2021,4,29,7.54,6.38,40.52,15.62,0.51
2021,4,30,7.06,5.43,45.72,12.85,0.39
2021,5,1,7.18,5.91,49.02,13.8,0.41
2021,5,2,8.0,7.11,42.11,17.24,0.52
2021,5,3,8.5,8.36,5.03,20.2,0.59
2021,5,4,8.3,7.8,25.79,18.84,0.57
2021,5,5,6.92,5.17,60.43,11.85,0.35
2021,5,6,7.68,6.78,48.16,16.59,0.52
2021,5,7,8.0,6.74,46.16,17.05,0.53
2021,5,8,7.73,5.93,71.02,15.22,0.47
2021,5,9,7.4,4.29,81.8,10.95,0.34
2021,5,10,7.69,5.95,77.51,15.27,0.48
2021,5,11,7.38,4.64,72.87,11.7,0.38
2021,5,12,7.28,4.59,75.88,11.56,0.37
2021,5,13,7.91,4.14,91.91,11.48,0.37
2021,5,14,7.22,4.58,77.85,11.42,0.35
2021,5,15,7.88,5.17,80.09,13.56,0.44
2021,5,16,7.83,6.11,70.48,15.75,0.5
2021,5,17,7.84,6.27,48.98,15.87,0.48
2021,5,18,8.19,6.95,31.84,17.43,0.53
2021,5,19,8.08,7.53,12.67,18.33,0.55
2021,5,20,8.29,7.92,16.87,19.23,0.59
2021,5,21,8.0,6.79,39.11,16.69,0.5
2021,5,22,8.28,7.36,26.19,18.18,0.54
2021,5,23,7.96,6.63,49.99,16.51,0.48
2021,5,24,7.83,6.29,59.46,15.85,0.46
2021,5,25,8.06,7.19,43.8,18.01,0.54
2021,5,26,7.98,6.64,95.28,16.37,0.49
2021,5,27,8.13,7.45,53.8,18.31,0.56
2021,5,28,8.13,7.28,55.7,17.85,0.55
2021,5,29,7.94,6.77,61.14,16.94,0.52
2021,5,30,7.88,7.19,45.23,18.01,0.54
2021,5,31,7.84,6.8,81.28,17.13,0.53
2021,6,1,7.68,6.44,70.72,16.15,0.5
2021,6,2,7.52,4.04,97.33,10.75,0.34
2021,6,3,7.41,3.74,97.46,10.13,0.32
2021,6,4,7.44,3.34,90.59,9.05,0.28
2021,6,5,7.8,4.03,94.69,11.07,0.36
2021,6,6,7.85,6.14,86.11,15.98,0.51
2021,6,7,8.09,7.24,62.86,18.52,0.57
2021,6,8,8.01,7.51,54.05,18.33,0.56
2021,6,9,7.98,6.53,82.57,16.62,0.51
2021,6,10,7.7,6.2,85.71,15.32,0.44
2021,6,11,7.37,3.81,99.21,10.01,0.3
2021,6,12,7.57,3.63,97.08,10.04,0.32
2021,6,13,7.45,3.72,96.2,10.07,0.31
2021,6,14,7.44,3.64,96.27,10.02,0.32
2021,6,15,8.07,6.38,85.68,17.02,0.53
2021,6,16,8.29,6.96,68.93,18.08,0.56
2021,6,17,7.96,5.04,82.8,13.43,0.41
2021,6,18,7.81,3.24,99.69,9.46,0.3
2021,6,19,7.88,3.9,98.52,10.94,0.34
2021,6,20,8.13,5.59,96.52,15.29,0.5
2021,6,21,7.86,6.0,77.55,15.55,0.49
2021,6,22,7.69,4.44,98.53,11.59,0.38
2021,6,23,7.53,4.7,99.06,12.2,0.39
2021,6,24,7.78,5.2,87.12,13.56,0.42
2021,6,25,7.97,4.49,83.95,12.17,0.37
2021,6,26,7.82,5.08,85.48,13.39,0.41
2021,6,27,7.85,2.88,99.8,8.54,0.27
2021,6,28,7.85,3.92,99.9,11.01,0.35
2021,6,29,7.6,4.19,94.29,11.23,0.35
2021,6,30,7.6,4.09,97.22,11.31,0.36
2021,7,1,7.15,3.85,97.16,10.41,0.32
2021,7,2,7.56,3.23,96.41,9.02,0.28
2021,7,3,7.67,3.03,89.08,8.57,0.26
2021,7,4,7.82,5.47,69.9,14.39,0.45
2021,7,5,7.77,5.37,72.55,14.02,0.45
2021,7,6,7.45,4.49,93.23,11.7,0.37
2021,7,7,7.3,4.34,98.78,11.2,0.34
2021,7,8,7.31,4.26,98.84,11.2,0.35
2021,7,9,7.61,4.36,98.76,11.72,0.37
2021,7,10,7.72,4.94,98.55,12.95,0.41
2021,7,11,7.74,6.23,74.36,15.96,0.5
2021,7,12,7.94,5.93,87.9,15.25,0.48
2021,7,13,7.72,5.1,81.7,13.73,0.45
2021,7,14,7.87,6.59,64.1,16.99,0.54
2021,7,15,7.29,3.57,97.88,9.54,0.3
2021,7,16,7.85,6.28,79.91,16.41,0.52
2021,7,17,7.62,5.72,62.74,14.75,0.46
2021,7,18,7.97,6.54,52.48,16.82,0.54
2021,7,19,8.04,6.67,64.54,17.33,0.55
2021,7,20,7.86,6.25,75.74,16.41,0.54
2021,7,21,7.79,5.3,93.28,14.02,0.46
2021,7,22,7.94,5.08,70.51,13.66,0.44
2021,7,23,8.0,6.42,50.53,16.41,0.52
2021,7,24,8.1,7.72,31.2,19.42,0.59
2021,7,25,7.92,6.88,42.05,17.6,0.55
2021,7,26,8.07,6.32,67.04,16.35,0.52
2021,7,27,7.88,7.07,58.79,18.02,0.55
2021,7,28,7.89,4.88,83.92,13.12,0.42
2021,7,29,7.8,6.06,83.24,15.88,0.52
2021,7,30,7.54,4.64,96.79,12.4,0.4
2021,7,31,7.81,6.76,48.29,17.85,0.55
2021,8,1,7.98,5.9,63.48,16.12,0.51
2021,8,2,7.87,5.81,81.59,15.85,0.5
2021,8,3,7.76,4.28,95.28,12.3,0.4
2021,8,4,7.7,4.87,95.59,13.66,0.45
2021,8,5,7.69,5.49,95.45,15.23,0.49
2021,8,6,7.83,4.73,92.71,13.3,0.43
2021,8,7,7.76,5.96,71.56,16.1,0.52
2021,8,8,7.57,4.18,90.45,11.35,0.37
2021,8,9,7.91,6.68,62.2,17.7,0.57
2021,8,10,7.85,6.82,55.05,17.54,0.55
2021,8,11,7.81,6.01,65.12,15.93,0.51
2021,8,12,7.78,6.52,52.61,17.05,0.54
2021,8,13,7.73,5.82,67.13,15.44,0.49
2021,8,14,7.81,5.38,86.92,14.73,0.47
2021,8,15,7.96,6.66,63.77,17.78,0.57
2021,8,16,7.67,5.91,76.66,15.5,0.49
2021,8,17,7.6,4.67,83.57,12.8,0.41
2021,8,18,7.59,5.96,68.31,15.65,0.51
2021,8,19,7.77,6.26,69.91,16.38,0.52
2021,8,20,7.88,5.95,80.19,15.68,0.5
2021,8,21,7.66,2.52,96.99,7.88,0.26
2021,8,22,7.4,4.29,87.07,11.62,0.37
2021,8,23,7.58,5.49,62.63,14.2,0.43
2021,8,24,7.34,4.41,90.71,11.84,0.37
2021,8,25,7.51,5.29,81.38,14.25,0.44
2021,8,26,7.58,6.33,55.26,16.45,0.51
2021,8,27,7.27,3.44,94.83,9.54,0.3
2021,8,28,7.65,3.84,99.14,11.05,0.35
2021,8,29,7.42,3.6,98.62,10.3,0.34
2021,8,30,7.24,3.66,96.75,10.09,0.33
2021,8,31,7.46,3.98,89.77,11.16,0.37
2021,9,1,7.49,3.56,98.61,10.27,0.34
2021,9,2,7.18,3.36,99.04,9.4,0.3
2021,9,3,7.2,3.82,98.86,10.63,0.34
2021,9,4,7.33,5.54,80.21,14.55,0.45
2021,9,5,7.29,4.47,91.16,12.01,0.38
2021,9,6,7.18,4.42,95.07,11.9,0.38
2021,9,7,7.23,3.92,91.48,10.44,0.32
2021,9,8,7.18,4.98,78.43,13.08,0.41
2021,9,9,7.32,5.7,76.38,14.63,0.45
2021,9,10,7.6,4.57,83.77,12.41,0.39
2021,9,11,7.44,5.32,74.87,13.96,0.43
2021,9,12,7.43,4.23,95.66,11.7,0.36
2021,9,13,7.03,3.43,93.62,9.7,0.3
2021,9,14,7.05,4.54,83.77,12.03,0.38
2021,9,15,7.15,5.11,97.44,13.43,0.42
2021,9,16,6.81,4.6,95.12,11.64,0.36
2021,9,17,6.96,4.57,93.45,12.09,0.37
2021,9,18,6.78,4.47,96.73,11.61,0.35
2021,9,19,7.1,3.82,95.58,10.52,0.33
2021,9,20,7.2,5.66,70.28,14.75,0.46
2021,9,21,7.11,6.37,58.35,16.09,0.48
2021,9,22,7.26,6.23,49.16,15.67,0.47
2021,9,23,7.1,5.52,63.15,14.24,0.42
2021,9,24,7.05,5.97,69.64,15.41,0.47
2021,9,25,6.95,5.52,68.55,14.16,0.44
2021,9,26,6.83,5.26,91.8,13.45,0.41
2021,9,27,6.86,4.81,71.95,12.41,0.38
2021,9,28,6.92,4.75,69.48,12.41,0.38
2021,9,29,6.88,5.16,69.98,13.44,0.41
2021,9,30,6.68,4.4,74.22,11.41,0.34
2021,10,1,6.65,4.09,79.86,10.66,0.32
2021,10,2,6.35,4.9,83.7,12.23,0.35
2021,10,3,6.5,4.77,89.98,12.27,0.37
2021,10,4,6.75,4.9,74.84,12.85,0.38
2021,10,5,6.65,4.4,82.12,11.52,0.34
2021,10,6,6.88,4.06,88.24,11.01,0.32
2021,10,7,6.95,5.8,74.31,14.92,0.43
2021,10,8,6.88,5.9,59.43,15.03,0.44
2021,10,9,6.7,5.67,53.09,14.39,0.42
2021,10,10,6.75,6.3,18.45,15.59,0.45
2021,10,11,6.76,6.07,41.52,15.11,0.44
2021,10,12,6.74,6.47,18.77,15.82,0.45
2021,10,13,6.7,6.21,52.55,15.15,0.44
2021,10,14,6.6,5.98,30.8,14.52,0.41
2021,10,15,6.56,6.3,18.12,14.83,0.42
2021,10,16,6.63,5.04,86.95,12.77,0.37
2021,10,17,6.39,4.08,81.38,10.67,0.3
2021,10,18,6.49,5.83,52.22,14.54,0.39
2021,10,19,6.47,5.87,40.74,14.51,0.4
2021,10,20,6.33,5.22,66.72,12.98,0.37
2021,10,21,6.1,4.33,85.19,11.22,0.32
2021,10,22,6.35,3.48,97.44,9.48,0.28
2021,10,23,6.19,5.0,82.62,12.8,0.37
2021,10,24,6.14,3.51,97.27,9.58,0.27
2021,10,25,6.28,2.46,94.76,7.23,0.22
2021,10,26,6.14,5.81,47.05,14.33,0.41
2021,10,27,6.33,5.79,35.4,14.41,0.41
2021,10,28,5.91,4.73,43.18,11.77,0.34
2021,10,29,5.98,4.94,55.16,12.38,0.34
2021,10,30,6.09,5.28,52.95,13.04,0.35
2021,10,31,6.07,4.65,73.01,11.7,0.33
2021,11,1,5.95,4.7,62.26,11.72,0.32
2021,11,2,6.02,5.92,30.59,14.2,0.37
2021,11,3,6.07,5.98,39.55,14.42,0.38
2021,11,4,6.0,5.24,82.26,12.65,0.34
2021,11,5,6.16,5.19,61.41,12.65,0.34
2021,11,6,6.16,5.91,39.71,13.82,0.35
2021,11,7,6.14,6.08,13.76,14.28,0.37
2021,11,8,5.97,5.81,25.41,13.59,0.35
2021,11,9,6.05,6.04,8.95,14.23,0.36
2021,11,10,5.97,5.72,40.08,13.68,0.35
2021,11,11,5.85,5.65,20.29,13.12,0.34
2021,11,12,5.95,5.96,3.26,13.66,0.34
2021,11,13,6.06,5.65,27.68,13.36,0.33
2021,11,14,5.98,5.45,34.45,13.08,0.33
2021,11,15,5.98,5.76,13.26,13.62,0.34
2021,11,16,5.97,5.36,29.77,12.93,0.34
2021,11,17,5.68,5.26,19.89,12.44,0.32
2021,11,18,5.65,5.21,47.29,12.31,0.32
2021,11,19,5.74,3.74,60.03,9.43,0.24
2021,11,20,5.82,5.07,47.5,12.41,0.31
2021,11,21,5.74,4.74,48.82,11.62,0.3
2021,11,22,5.43,4.24,66.8,10.44,0.27
2021,11,23,5.51,3.69,68.88,9.5,0.24
2021,11,24,5.46,3.57,57.67,8.99,0.23
2021,11,25,5.21,4.11,52.68,9.96,0.26
2021,11,26,5.44,4.79,33.09,11.5,0.3
2021,11,27,5.48,5.37,15.32,12.41,0.31
2021,11,28,5.21,4.63,34.59,10.58,0.27
2021,11,29,5.46,5.29,25.6,12.4,0.3
2021,11,30,5.49,5.3,28.7,12.38,0.3
2021,12,1,5.46,4.83,42.25,11.62,0.29
2021,12,2,5.67,5.69,7.77,13.38,0.32
2021,12,3,5.63,5.54,23.09,12.88,0.31
2021,12,4,5.64,5.66,1.74,13.01,0.32
2021,12,5,5.44,5.23,21.16,12.19,0.3
2021,12,6,5.41,5.32,9.0,12.07,0.29
2021,12,7,5.38,5.42,10.9,12.13,0.3
2021,12,8,5.45,5.49,13.92,12.1,0.29
2021,12,9,5.4,5.37,3.12,11.97,0.29
2021,12,10,5.51,5.53,2.12,12.41,0.3
2021,12,11,5.55,5.54,6.68,12.6,0.3
2021,12,12,5.17,4.74,14.2,11.0,0.27
2021,12,13,5.28,5.3,4.6,12.12,0.3
2021,12,14,5.29,5.3,3.29,12.18,0.3
2021,12,15,5.34,5.19,8.43,12.04,0.29
2021,12,16,5.35,5.17,13.23,12.09,0.3
2021,12,17,5.12,3.94,48.09,9.45,0.24
2021,12,18,5.0,4.01,55.62,9.52,0.24
2021,12,19,4.89,3.27,93.46,8.3,0.23
2021,12,20,5.23,3.23,87.8,8.55,0.23
2021,12,21,5.27,4.93,29.1,11.53,0.29
2021,12,22,5.49,5.51,2.15,12.32,0.3
2021,12,23,5.46,5.5,0.63,12.52,0.3
2021,12,24,5.39,5.43,0.66,12.41,0.29
2021,12,25,5.53,5.57,0.64,12.76,0.3
2021,12,26,5.59,5.62,1.63,12.69,0.3
2021,12,27,5.44,5.28,9.56,12.07,0.3
2021,12,28,5.43,5.27,18.98,12.19,0.3
2021,12,29,5.57,5.6,5.29,12.84,0.31
2021,12,30,5.63,5.66,1.97,12.85,0.31
2021,12,31,5.6,5.63,1.34,12.62,0.31
2022,1,1,5.68,5.71,1.91,13.11,0.33
2022,1,2,5.62,5.64,8.0,13.02,0.31
2022,1,3,5.59,5.26,27.82,12.62,0.31
2022,1,4,5.62,5.64,1.97,13.09,0.33
2022,1,5,5.45,5.35,7.19,12.41,0.3
2022,1,6,5.28,4.7,32.26,10.95,0.27
2022,1,7,5.2,3.93,57.45,9.34,0.24
2022,1,8,5.36,4.51,40.47,10.68,0.28
2022,1,9,5.4,5.24,14.19,12.05,0.3
2022,1,10,5.48,4.45,67.56,10.86,0.27
2022,1,11,5.52,3.98,71.01,9.78,0.26
2022,1,12,5.58,5.49,18.26,12.98,0.34
2022,1,13,5.6,5.11,18.74,12.14,0.33
2022,1,14,5.62,5.61,4.07,12.85,0.3
2022,1,15,5.54,4.9,26.36,11.68,0.28
2022,1,16,5.49,4.15,68.31,10.5,0.28
